,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
5393,737779,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
5429,743974,2,PRODUCE,National,CORN,CORN WHITE, 
5451,748023,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
5478,754135,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
5481,754498,1633,PRODUCE,National,SALAD MIX,REGULAR GARDEN,8 OZ
5500,758098,2,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS,14 CT
5563,769086,69,GROCERY,Private,VEGETABLES - SHELF STABLE,PEAS GREEN,14 OZ
5577,771241,1633,PRODUCE,National,SALAD MIX,SALAD SPINACH,6 OZ
5645,785718,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15 1/4 OZ
5672,790701,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
5673,790748,69,PRODUCE,Private,ONIONS,ONIONS YELLOW (BULK&BAG),3 LB
5692,795041,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,8 OZ
5708,798248,69,PRODUCE,Private,CARROTS,CARROTS MINI PEELED,2 LB
5754,807591,407,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
5761,808602,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,11 OZ
5774,811909,715,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14 OZ
5784,813328,69,PRODUCE,Private,CARROTS,CARROTS MINI PEELED,1 LB
5789,814103,2,PRODUCE,National,ONIONS,ONIONS RED (BULK&BAG),20 LB
5812,819020,85,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
5818,819097,165,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,13.5 OZ
5862,819573,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
5898,819840,2,PRODUCE,National,PEPPERS-ALL,PEPPERS JALAPENO,10 LB
5921,820012,2229,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,28 OZ
5948,820306,787,PRODUCE,National,ONIONS,ONIONS OTHER,6 OZ
6043,821144,1446,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15 OZ
6048,821183,2,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),40 LB
6141,821931,2202,SALAD BAR,National,SALAD BAR,CONDIMENTS/SUPPLIES,1.5OZ
6144,821974,1675,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4.5 OZ
6276,822965,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
6303,823265,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,20 OZ
6430,824256,843,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14.5 OZ
6513,824974,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
6553,825249,407,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,8.5 OZ
6559,825295,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,24 OZ
6586,825494,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
6589,825541,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE, 
6665,826197,85,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS & ONIONS PEAS & CARROT,15 OZ
6692,826431,2,SALAD BAR,National,SALAD BAR,SALAD BAR FRESH FRUIT, 
6717,826658,715,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14 OZ
6729,826790,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
6761,826969,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.25 OZ
6855,827802,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
6862,827856,69,GROCERY,Private,VEGETABLES - SHELF STABLE,LIMA BEANS,15 OZ
6878,827975,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,12 CT
6916,828278,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,28OZ
6998,828935,2,PRODUCE,National,PEPPERS-ALL,PEPPERS ALL OTHER,22 CT
7033,829265,5724,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15 OZ
7094,829865,85,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS WAX SHELLIES,14.5 OZ
7113,830024,5556,PRODUCE,National,VALUE ADDED VEGETABLES,BROCCOLI/CAULIFLOWER PROCESSED,12 OZ
7121,830106,165,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
7124,830133,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,8 OZ
7126,830157,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,1 LB
7166,830582,2,SALAD BAR,National,SALAD BAR,SALAD BAR FRESH FRUIT, 
7183,830701,282,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,8OZ
7194,830793,2132,GROCERY,National,VEGETABLES - SHELF STABLE,POTATOES SWEET,17 OZ
7214,830960,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,11 OZ
7237,831125,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,16 OZ
7277,831473,894,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,14 OZ
7319,831848,843,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS WAX SHELLIES,15 OZ
7525,833609,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,14.5 OZ
7569,833969,398,GROCERY,National,VEGETABLES - SHELF STABLE,PIMENTOS,4 OZ
7593,834158,1646,PRODUCE,National,SALAD MIX,KITS,10 OZ
7628,834484,2,PRODUCE,National,ONIONS,ONIONS OTHER,48 CT
7635,834520,5638,GROCERY,National,VEGETABLES - SHELF STABLE,VEGETABLES/DRY BEANS,14.5 OZ
7683,834988,1633,PRODUCE,National,SALAD MIX,SALAD SPINACH,6 OZ
7824,836281,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CARROTS,14.5 OZ
7891,836891,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,10 OZ
7938,837339,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
7940,837362,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEETS,15 OZ
8029,838010,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
8034,838036,673,PRODUCE,National,ONIONS,GREEN ONIONS,48 CT
8058,838282,69,GROCERY,Private,VEGETABLES - SHELF STABLE,HOMINY,30 OZ
8109,838738,1083,GROCERY,National,VEGETABLES - SHELF STABLE,BEETS,16 OZ
8150,839080,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
8171,839243,942,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,6 OZ
8180,839320,2,PRODUCE,National,BROCCOLI/CAULIFLOWER,CAULIFLOWER WHOLE,9 CT
8213,839624,5136,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14 OZ
8235,839825,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
8325,840764,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,24 OZ
8369,841228,1646,PRODUCE,National,SALAD MIX,REGULAR GARDEN,6 OZ
8510,842488,2,PRODUCE,National,PEPPERS-ALL,PEPPERS ALL OTHER,10 LB
8515,842533,1446,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,14 OZ
8576,843064,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
8737,844413,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,10OZ
8742,844450,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,8 OZ
8811,845053,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
8818,845091,69,GROCERY,Private,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
8828,845208,69,PRODUCE,Private,ONIONS,ONIONS YELLOW (BULK&BAG),3 LB
8836,845288,69,GROCERY,Private,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4 OZ
8852,845439,85,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
8891,845725,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
8975,846466,3204,SALAD BAR,National,SALAD BAR,SALAD BAR FRESH FRUIT, 
8997,846638,1083,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,16 OZ
9038,847023,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,5 LB
9039,847025,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
9117,847637,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATO SAUCE,8 OZ
9154,847982,1646,PRODUCE,National,SALAD MIX,REGULAR GARDEN,1 LB
9177,848074,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,10 LB
9188,848154,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
9217,848403,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
9235,848609,1446,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
9259,848832,1675,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,6 OZ
9271,848970,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
9494,850807,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,10OZ
9522,851010,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
9541,851147,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,28 OZ
9550,851226,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,14.75 OZ
9626,851817,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
9680,852296,2,PRODUCE,National,ONIONS,ONIONS RED (BULK&BAG),40 LB
9704,852486,1808,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS, 
9749,852864,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
9772,853095,1446,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5OZ
9812,853391,1546,GROCERY,National,VEGETABLES - SHELF STABLE,ITALIAN FOODS,28 OZ
9832,853553,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
9952,854754,69,PRODUCE,Private,VEGETABLES SALAD,VARIETY LETTUCE,3 CT
9981,855016,5599,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,12.25 OZ
10009,855279,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,28 OZ
10013,855310,69,GROCERY,Private,VEGETABLES - SHELF STABLE,POTATOES WHITE,15 OZ
10047,855544,69,GROCERY,Private,VEGETABLES - SHELF STABLE,SPINACH & GREENS,14 OZ
10096,856128,10,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS, 
10158,856665,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
10223,857276,69,GROCERY,Private,VEGETABLES - SHELF STABLE,ASPARAGUS,15 OZ
10253,857503,69,PRODUCE,Private,CARROTS,CARROTS MINI PEELED,2 LB
10339,858322,407,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
10439,859191,1646,PRODUCE,National,SALAD MIX,BLENDS,12 OZ
10466,859427,1646,PRODUCE,National,SALAD MIX,BLENDS,10 OZ
10550,860167,1646,PRODUCE,National,SALAD MIX,GARDEN PLUS,11 OZ
10578,860362,1446,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,14 OZ
10593,860450,165,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
10620,860638,1675,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4 OZ
10668,861138,1446,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,99 OZ
10705,861511,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
10844,862735,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,16 OZ
10883,862974,1528,GROCERY,National,VEGETABLES - SHELF STABLE,SALADS CND (BEAN POTATO),15 OZ
10910,863208,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
10996,863868,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
11011,864017,2,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCO-FLOWER,16 CT
11081,864722,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,16 OZ
11175,865555,5280,PRODUCE,National,VALUE ADDED VEGETABLES,CARROTS SLICED/SHRED/STICKS,4 OZ
11420,867607,1446,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS WAX SHELLIES,14.5OZ
11570,868909,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,24 OZ
11616,869344,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
11752,870420,69,GROCERY,Private,VEGETABLES - SHELF STABLE,HOMINY,15.5 OZ
11753,870421,1527,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,14 OZ
11764,870515,2,PRODUCE,National,ONIONS,ONIONS RED (BULK&BAG),40 LB
11792,870767,1083,GROCERY,National,VEGETABLES - SHELF STABLE,BEETS,16 OZ
11834,871094,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
11842,871208,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN CORN ON THE COB,4 CT
11956,872186,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,16 OZ
11966,872316,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,14 OZ
12017,872740,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,16 OZ
12074,873169,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,8 OZ
12113,873550,2,SALAD BAR,National,SALAD BAR,SOUPS, 
12135,873744,787,PRODUCE,National,PEPPERS-ALL,PEPPERS ALL OTHER,2 OZ
12180,874149,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,18 CT
12236,874733,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,14 OZ
12251,874814,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES WHOLE,14.5 OZ
12348,875693,3111,PRODUCE,National,CORN,CORN FRESH PACKAGED, 
12349,875694,407,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
12435,876593,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,8.75 OZ
12444,876631,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
12574,877935,1837,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.50 OZ
12791,880000,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PASTE,6 OZ
13000,881916,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
13019,882108,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,10 OZ
13023,882138,1446,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
13031,882247,673,PRODUCE,National,CARROTS,CARROTS BAGGED,3 LB
13035,882288,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
13348,884987,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
13426,885858,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15 OZ
13431,885893,2202,SALAD BAR,National,SALAD BAR,CONDIMENTS/SUPPLIES,1.5OZ
13518,886925,787,PRODUCE,National,PEPPERS-ALL,PEPPERS ALL OTHER,1/4 OZ
13524,886964,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,12 OZ
13634,887986,894,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,27 OZ
13638,888014,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
13763,889248,282,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,14.75 OZ
13825,889774,407,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
13838,889860,2,PRODUCE,National,ONIONS,ONIONS YELLOW (BULK&BAG),32 LB
13953,890882,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
13970,891028,1675,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4.5 OZ
13997,891249,5556,PRODUCE,National,VALUE ADDED VEGETABLES,CUT VEGETABLES ALL OTHER,1 LB
14021,891452,2,PRODUCE,National,ONIONS,ONIONS YELLOW (BULK&BAG),50 LB
14061,891772,165,GROCERY,National,VEGETABLES - SHELF STABLE,CORN,15 OZ
14064,891802,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,9 OZ
14131,892314,1646,PRODUCE,National,SALAD MIX,BLENDS,8 OZ
14142,892386,2013,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE, 
14163,892556,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,10OZ
14169,892618,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
14193,892893,5724,GROCERY,National,VEGETABLES - SHELF STABLE,CARROTS,15 OZ
14195,892920,69,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15 1/4 OZ
14197,892936,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
14261,893583,1781,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS WAX SHELLIES,15.5 OZ
14288,893802,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
14298,893868,69,GROCERY,Private,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,4 OZ
14304,893907,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,24 CT
14448,895268,2,PRODUCE,National,VEGETABLES SALAD,SPINACH BULK,24 CT
14457,895340,398,GROCERY,National,VEGETABLES - SHELF STABLE,PIMENTOS,2 OZ
14461,895357,1607,PRODUCE,National,VALUE ADDED VEGETABLES,POTATOES PROCESSED,16 OZ
14588,896379,673,PRODUCE,National,BROCCOLI/CAULIFLOWER,CAULIFLOWER WHOLE, 
14621,896617,69,GROCERY,Private,VEGETABLES - SHELF STABLE,POTATOES WHITE,15 OZ
14627,896672,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
14659,896949,1607,PRODUCE,National,VALUE ADDED VEGETABLES,POTATOES PROCESSED,16 OZ
14680,897120,69,GROCERY,Private,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
14722,897409,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,9 OZ
14743,897615,1446,GROCERY,National,VEGETABLES - SHELF STABLE,BEETS,15.25 OZ
14948,899348,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,9 OZ
15006,899856,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,9 OZ
15106,900802,69,PRODUCE,Private,CARROTS,CARROTS BAGGED,2 LB
15119,900937,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
15187,901519,85,GROCERY,National,VEGETABLES - SHELF STABLE,CARROTS,14.5 OZ
15188,901523,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES- VALUE,9 OZ
15208,901747,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,8 OZ
15254,902167,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
15264,902225,282,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
15372,903159,2,SALAD BAR,National,SALAD BAR,SOUPS, 
15397,903325,2,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCOLI WHOLE&CROWNS, 
15504,904360,673,PRODUCE,National,VEGETABLES SALAD,HEAD LETTUCE,24CT
15543,904603,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
15587,904973,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO PASTE,12 OZ
15651,905537,5724,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,27 OZ
15692,905868,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
15695,905913,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
15705,905986,69,GROCERY,Private,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.25 OZ
15778,906673,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
15857,907355,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES - PLAIN,10 OZ
15957,908130,673,PRODUCE,National,ONIONS,ONIONS SWEET (BULK&BAG),5 LB
15969,908217,282,GROCERY,National,VEGETABLES - SHELF STABLE,ASPARAGUS,15 OZ
16093,909268,1646,PRODUCE,National,SALAD MIX,BLENDS,12 OZ
16106,909366,5724,GROCERY,National,VEGETABLES - SHELF STABLE,SPINACH & GREENS,27 OZ
16165,909915,282,GROCERY,National,VEGETABLES - SHELF STABLE,MUSHROOMS CND & GLASS,6 OZ
16201,910192,529,PRODUCE,National,BROCCOLI/CAULIFLOWER,BROCCO-FLOWER,16 CT
16387,911878,2,PRODUCE,National,CORN,CORN WHITE,48 CT
16419,912137,499,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATO SAUCE,29 OZ
16421,912146,69,GROCERY,Private,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,14 OZ
16565,913425,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,16 OZ
16569,913459,787,PRODUCE,National,ONIONS,ONIONS OTHER,3 OZ
16591,913689,2257,PRODUCE,National,CARROTS,CARROTS MINI PEELED,4-3 OZ
16631,913997,895,GROCERY,Private,VEGETABLES - SHELF STABLE,CORN,15.25 OZ
16640,914107,2,SALAD BAR,National,SALAD BAR,SOUPS, 
16793,915539,5599,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES, 
16957,916970,715,GROCERY,National,VEGETABLES - SHELF STABLE,POTATOES WHITE,15 OZ
16995,917387,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN CORN ON THE COB,12 CT
17039,917704,843,GROCERY,National,VEGETABLES - SHELF STABLE,KRAUT & CABBAGE,32 OZ
17058,917848,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,17.5 OZ
17065,917901,2,PRODUCE,National,VEGETABLES SALAD,VARIETY LETTUCE,12 CT
17066,917947,1083,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,15 OZ
17128,918484,2,PRODUCE,National,CARROTS,CARROTS - BULK,24 CT
17144,918617,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
17156,918688,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
17223,919215,135,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BREADED VEGETABLES,16 OZ
17359,920367,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
17366,920433,1446,GROCERY,National,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,15.25 OZ
17599,922340,69,GROCERY,Private,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,28 OZ
17672,922896,69,GROCERY,Private,VEGETABLES - SHELF STABLE,ASPARAGUS,11.6 OZ
17732,923383,282,GROCERY,National,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,14.5 OZ
17791,923816,165,GROCERY,National,VEGETABLES - SHELF STABLE,PEAS GREEN,15 OZ
17796,923860,5599,GROCERY,National,VEGETABLES - SHELF STABLE,MISCELLANEOUS VEGETABLES,14 OZ
17826,924096,407,GROCERY,National,VEGETABLES - SHELF STABLE,TOMATOES: STEWED/DICED/CRMD,14.5 OZ
17940,925112,2,PRODUCE,National,PEPPERS-ALL,PEPPERS ALL OTHER,22 CT
18054,926065,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ
