,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key,GENDER,FAMILY_INFO_EXIST
347,25-34,A,Under 35K,Homeowner,2 Adults Kids,4,2,1024,,True
348,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1031,,True
349,55-64,U,Under 35K,Probable Renter,Single Male,1,None/Unknown,1038,Male,True
350,25-34,B,100K+,Unknown,Single Male,1,None/Unknown,1040,Male,True
351,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1041,Male,True
352,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1042,,True
353,25-34,A,Under 35K,Homeowner,Single Male,2,None/Unknown,1045,Male,True
354,55-64,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1053,,True
355,35-44,U,50-74K,Unknown,Single Male,1,None/Unknown,1057,Male,True
356,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1060,,True
357,65+,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1062,,True
358,35-44,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1066,,True
359,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1069,,True
360,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1070,,True
361,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1074,,True
362,25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1076,,True
363,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1081,,True
364,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1082,Male,True
365,25-34,U,35-49K,Unknown,2 Adults Kids,3,1,1084,,True
366,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1091,,True
367,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1094,,True
368,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1103,,True
369,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1113,,True
370,35-44,B,Under 35K,Renter,2 Adults Kids,4,2,1120,,True
371,55-64,A,Under 35K,Unknown,Single Female,2,None/Unknown,1123,Female,True
372,25-34,U,75-99K,Unknown,2 Adults Kids,3,1,1128,,True
373,55-64,U,Under 35K,Renter,2 Adults Kids,3,1,1130,,True
374,45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,1131,,True
375,45-54,U,50-74K,Unknown,Unknown,2,1,1135,,True
376,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1137,Male,True
377,35-44,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1138,,True
378,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1142,,True
379,35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+,1146,,True
380,19-24,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1147,,True
381,45-54,U,Under 35K,Probable Renter,Single Male,1,None/Unknown,1151,Male,True
382,45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,1154,,False
383,45-54,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1158,,True
384,45-54,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1159,,True
385,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown,1160,Female,True
386,35-44,U,Under 35K,Unknown,Unknown,1,None/Unknown,1163,,False
387,25-34,U,Under 35K,Unknown,Single Male,1,None/Unknown,1164,Male,True
388,45-54,A,100K+,Homeowner,2 Adults Kids,3,1,1166,,True
389,35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,1167,,True
390,19-24,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1169,,True
391,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1172,Male,True
392,25-34,U,Under 35K,Unknown,2 Adults Kids,5+,3+,1174,,True
393,25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,1175,Female,True
394,45-54,U,Under 35K,Unknown,Single Female,1,None/Unknown,1178,Female,True
395,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1179,,True
396,45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1186,,True
397,45-54,U,35-49K,Renter,Unknown,1,None/Unknown,1188,,False
398,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1190,,True
399,35-44,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1197,,True
400,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1218,,True
401,19-24,A,Under 35K,Homeowner,2 Adults Kids,3,1,1219,,True
402,45-54,U,Under 35K,Homeowner,Single Female,1,None/Unknown,1222,Female,True
403,25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,1226,,True
404,45-54,U,100K+,Unknown,Single Female,1,None/Unknown,1228,Female,True
405,55-64,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1229,,True
406,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1234,,True
407,35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1236,,True
408,45-54,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1240,,True
409,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1247,,True
410,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1248,,True
411,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,1256,,True
412,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,1257,,True
413,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,1258,,False
414,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown,1260,Male,True
415,45-54,A,Under 35K,Homeowner,Single Female,2,None/Unknown,1261,Female,True
416,25-34,B,Under 35K,Unknown,Single Male,1,None/Unknown,1263,Male,True
417,45-54,U,Under 35K,Unknown,Single Male,1,None/Unknown,1264,Male,True
418,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,1267,Female,True
419,35-44,U,Under 35K,Homeowner,2 Adults Kids,4,2,1268,,True
420,45-54,U,Under 35K,Unknown,Single Female,1,None/Unknown,1270,Female,True
421,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1272,Female,True
422,25-34,B,Under 35K,Renter,1 Adult Kids,3,2,1285,,True
423,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,1291,Male,True
424,65+,A,Under 35K,Homeowner,Single Female,2,None/Unknown,1296,Female,True
425,35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,1297,,False
426,35-44,U,Under 35K,Renter,2 Adults Kids,4,2,1299,,True
427,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1300,,True
428,19-24,B,Under 35K,Renter,1 Adult Kids,2,1,1305,,True
429,45-54,U,Under 35K,Unknown,Unknown,1,None/Unknown,1306,,False
430,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1316,,True
431,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1318,,True
432,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1321,,True
433,45-54,U,Under 35K,Homeowner,Single Male,1,None/Unknown,1326,Male,True
434,45-54,U,100K+,Homeowner,2 Adults Kids,4,2,1333,,True
435,45-54,U,50-74K,Homeowner,2 Adults Kids,4,2,1337,,True
436,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1352,,True
437,65+,B,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1354,,True
438,55-64,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1357,,True
439,25-34,U,Under 35K,Unknown,1 Adult Kids,2,1,1363,,True
440,65+,B,100K+,Homeowner,Single Female,1,None/Unknown,1364,Female,True
441,35-44,U,75-99K,Homeowner,2 Adults Kids,3,1,1367,,True
442,25-34,B,Under 35K,Probable Renter,Single Male,1,None/Unknown,1369,Male,True
443,65+,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1370,,True
444,55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown,1376,,False
445,25-34,U,100K+,Unknown,Single Female,1,None/Unknown,1378,Female,True
446,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1382,,True
447,35-44,A,100K+,Unknown,2 Adults Kids,3,1,1388,,True
448,65+,A,100K+,Homeowner,Single Female,2,None/Unknown,1389,Female,True
449,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1391,,True
450,35-44,B,100K+,Homeowner,Single Female,1,None/Unknown,1393,Female,True
451,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1394,,True
452,65+,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1396,,True
453,45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1397,Female,True
454,55-64,U,Under 35K,Unknown,Single Male,1,None/Unknown,1402,Male,True
455,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1412,,True
456,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1418,,True
457,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1419,Female,True
458,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1421,,True
459,45-54,U,Under 35K,Unknown,Single Male,1,None/Unknown,1423,Male,True
460,19-24,B,50-74K,Unknown,2 Adults Kids,3,1,1425,,True
461,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1428,,True
462,45-54,B,35-49K,Renter,Single Female,1,None/Unknown,1429,Female,True
463,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1430,,True
464,25-34,A,Under 35K,Homeowner,1 Adult Kids,3,1,1437,,True
465,45-54,U,Under 35K,Unknown,Single Female,1,None/Unknown,1438,Female,True
466,35-44,U,100K+,Unknown,2 Adults No Kids,2,None/Unknown,1443,,True
467,35-44,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1445,,True
468,45-54,A,100K+,Homeowner,1 Adult Kids,5+,3+,1451,,True
469,45-54,A,Under 35K,Unknown,2 Adults Kids,3,1,1452,,True
470,45-54,A,100K+,Homeowner,2 Adults Kids,3,1,1453,,True
471,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1454,,True
472,35-44,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1461,,True
473,25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,1462,,True
474,35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2,1467,,True
475,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1468,,True
476,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1470,Female,True
477,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1474,,False
478,25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown,1475,Male,True
479,45-54,U,Under 35K,Probable Renter,Unknown,1,None/Unknown,1479,,False
480,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,1481,Male,True
481,19-24,U,Under 35K,Unknown,Unknown,1,None/Unknown,1483,,False
482,19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1484,,True
483,35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown,1485,Male,True
484,25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,1488,Female,True
485,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1491,,True
486,65+,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1492,,True
487,65+,B,Under 35K,Unknown,Single Female,1,None/Unknown,1494,Female,True
488,55-64,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1499,,True
489,45-54,U,Under 35K,Unknown,Single Female,1,None/Unknown,1505,Female,True
490,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1509,,True
491,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,1517,,True
492,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1524,,True
493,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1527,,True
494,35-44,B,100K+,Unknown,Single Female,1,None/Unknown,1528,Female,True
495,45-54,U,50-74K,Unknown,Single Male,1,None/Unknown,1529,Male,True
496,25-34,A,75-99K,Renter,2 Adults Kids,3,1,1534,,True
497,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1536,,False
498,19-24,A,35-49K,Renter,2 Adults Kids,3,1,1537,,True
499,45-54,U,Under 35K,Unknown,2 Adults Kids,4,2,1540,,True
500,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1541,,False
501,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1545,,True
502,45-54,U,Under 35K,Homeowner,Unknown,1,None/Unknown,1549,,False
503,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1556,,True
504,25-34,A,100K+,Renter,1 Adult Kids,4,2,1557,,True
505,45-54,A,75-99K,Homeowner,Unknown,3,1,1563,,True
506,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1566,,True
507,45-54,U,Under 35K,Renter,Single Male,1,None/Unknown,1567,Male,True
508,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,1568,Female,True
509,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1572,,True
510,45-54,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1578,,True
511,19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1580,,True
512,45-54,B,100K+,Homeowner,Single Female,1,None/Unknown,1585,Female,True
513,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1588,,False
514,25-34,U,Under 35K,Unknown,Single Female,1,None/Unknown,1591,Female,True
515,45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown,1595,Male,True
516,35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1604,,True
517,45-54,A,100K+,Homeowner,2 Adults Kids,5+,3+,1609,,True
518,35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,1618,Female,True
519,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1627,Male,True
520,19-24,B,Under 35K,Renter,1 Adult Kids,4,3+,1631,,True
521,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1633,,True
522,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1634,,True
523,35-44,U,Under 35K,Probable Renter,Single Female,1,None/Unknown,1648,Female,True
524,35-44,B,100K+,Homeowner,Single Male,1,None/Unknown,1649,Male,True
525,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,1650,,True
526,35-44,B,Under 35K,Homeowner,Single Female,1,None/Unknown,1653,Female,True
527,35-44,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1662,,True
528,35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,1676,,True
529,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1677,,True
530,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,1678,Female,True
531,25-34,A,Under 35K,Homeowner,2 Adults Kids,3,1,1680,,True
532,45-54,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1686,,True
533,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1689,,False
534,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1692,,False
535,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1693,,True
536,35-44,U,Under 35K,Probable Renter,Single Female,1,None/Unknown,1694,Female,True
537,35-44,U,Under 35K,Homeowner,Single Male,1,None/Unknown,1695,Male,True
538,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1696,,True
539,35-44,B,Under 35K,Unknown,Single Female,1,None/Unknown,1707,Female,True
540,45-54,U,Under 35K,Unknown,Single Female,1,None/Unknown,1708,Female,True
541,25-34,A,35-49K,Unknown,2 Adults Kids,3,1,1709,,True
542,35-44,A,100K+,Homeowner,Single Male,2,None/Unknown,1710,Male,True
543,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1720,,False
544,45-54,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1722,,True
545,55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,1726,Female,True
546,19-24,U,100K+,Unknown,Single Female,1,None/Unknown,1740,Female,True
547,45-54,A,Under 35K,Unknown,Single Male,2,None/Unknown,1745,Male,True
548,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1748,Male,True
549,55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,1749,Male,True
550,25-34,A,Under 35K,Renter,2 Adults Kids,4,2,1751,,True
551,45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,1753,,False
552,35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1759,,True
553,45-54,A,100K+,Homeowner,2 Adults Kids,5+,3+,1762,,True
554,45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1764,,True
555,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1765,Male,True
556,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1775,,True
557,25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1778,,True
558,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1779,,True
559,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1785,,True
560,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1788,,True
561,45-54,B,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1791,,True
562,45-54,U,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,1795,,True
563,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1796,Female,True
564,65+,U,Under 35K,Homeowner,Single Female,1,None/Unknown,1797,Female,True
565,35-44,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1800,,True
566,45-54,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1802,,True
567,19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1803,,True
568,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1804,,True
569,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,1812,Female,True
570,65+,U,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1814,,True
571,45-54,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1815,,True
572,19-24,B,Under 35K,Renter,2 Adults Kids,5+,3+,1816,,True
573,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1820,,True
574,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1822,,True
575,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1823,,True
576,65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1829,Female,True
577,55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1831,Male,True
578,25-34,U,Under 35K,Homeowner,1 Adult Kids,5+,3+,1833,,True
579,45-54,U,100K+,Homeowner,Unknown,5+,3+,1834,,True
580,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1841,,True
581,45-54,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1844,,True
582,45-54,U,100K+,Unknown,2 Adults Kids,3,1,1845,,True
583,45-54,U,100K+,Unknown,Single Female,1,None/Unknown,1847,Female,True
584,45-54,A,75-99K,Homeowner,Unknown,3,1,1848,,True
585,65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1850,Female,True
586,25-34,B,100K+,Homeowner,Single Female,1,None/Unknown,1858,Female,True
587,25-34,U,Under 35K,Homeowner,2 Adults Kids,4,2,1861,,True
588,45-54,U,100K+,Homeowner,1 Adult Kids,5+,3+,1864,,True
589,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1865,,False
590,19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,1869,,True
591,35-44,U,Under 35K,Unknown,Single Male,1,None/Unknown,1873,Male,True
592,65+,A,35-49K,Unknown,Single Male,2,None/Unknown,1879,Male,True
593,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1892,,True
594,35-44,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1894,,True
595,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1896,,True
596,25-34,A,Under 35K,Homeowner,2 Adults Kids,3,1,1899,,True
597,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1901,,True
598,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1907,Male,True
599,35-44,A,50-74K,Unknown,Single Male,2,None/Unknown,1911,Male,True
600,55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1914,Female,True
601,65+,U,Under 35K,Unknown,Single Female,1,None/Unknown,1917,Female,True
602,35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,1919,,True
603,55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1920,,True
604,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1921,,True
605,19-24,B,35-49K,Renter,Single Female,1,None/Unknown,1923,Female,True
606,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1926,,True
607,19-24,U,Under 35K,Unknown,Unknown,1,None/Unknown,1927,,False
608,35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,1928,,True
609,35-44,B,Under 35K,Homeowner,Single Male,1,None/Unknown,1929,Male,True
610,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1931,,False
611,55-64,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,1935,,True
612,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1937,,True
613,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1939,,True
614,25-34,U,100K+,Homeowner,2 Adults Kids,4,2,1944,,True
615,25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1946,Male,True
616,35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,1948,Female,True
617,45-54,U,Under 35K,Unknown,Single Female,1,None/Unknown,1949,Female,True
618,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1953,,False
619,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1955,Male,True
620,65+,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,1962,,True
621,65+,U,Under 35K,Renter,Single Male,1,None/Unknown,1964,Male,True
622,25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1965,,True
623,35-44,B,75-99K,Renter,Single Male,1,None/Unknown,1975,Male,True
624,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,1976,,True
625,45-54,U,100K+,Unknown,2 Adults Kids,3,1,1979,,True
626,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1980,Female,True
627,25-34,U,100K+,Unknown,Single Male,1,None/Unknown,1982,Male,True
628,25-34,U,50-74K,Unknown,Unknown,5+,3+,1985,,True
629,65+,U,Under 35K,Homeowner,Single Female,1,None/Unknown,1989,Female,True
630,35-44,A,100K+,Homeowner,2 Adults Kids,5+,3+,1990,,True
631,25-34,B,Under 35K,Unknown,1 Adult Kids,3,2,1995,,True
632,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,1997,Male,True
633,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2002,Female,True
634,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2004,,False
635,45-54,U,Under 35K,Unknown,Single Male,1,None/Unknown,2006,Male,True
636,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,2007,,True
637,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,2011,Male,True
638,45-54,A,Under 35K,Renter,Single Male,2,None/Unknown,2012,Male,True
639,19-24,U,Under 35K,Unknown,Single Female,1,None/Unknown,2013,Female,True
640,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2017,,True
641,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2018,,False
642,35-44,A,100K+,Unknown,2 Adults Kids,5+,3+,2020,,True
643,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2023,,True
644,25-34,B,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2024,,True
645,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2030,Female,True
646,25-34,U,Under 35K,Homeowner,Single Male,1,None/Unknown,2040,Male,True
647,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,2041,,True
648,35-44,A,Under 35K,Homeowner,2 Adults Kids,5+,3+,2050,,True
649,45-54,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2053,,True
650,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2057,,True
651,25-34,B,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2058,,True
652,25-34,U,Under 35K,Unknown,2 Adults No Kids,2,None/Unknown,2062,,True
653,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2063,,True
654,19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,2064,Female,True
655,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,2068,Female,True
656,35-44,U,Under 35K,Unknown,Single Female,1,None/Unknown,2069,Female,True
657,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2070,,False
658,25-34,A,100K+,Homeowner,2 Adults Kids,3,1,2076,,True
659,45-54,A,Under 35K,Homeowner,2 Adults Kids,3,1,2082,,True
660,55-64,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2084,,True
661,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2085,,True
662,45-54,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2086,,True
663,45-54,B,100K+,Homeowner,Unknown,1,None/Unknown,2087,,False
664,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2088,Female,True
665,35-44,A,Under 35K,Homeowner,1 Adult Kids,3,1,2092,,True
666,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2094,,True
667,35-44,A,Under 35K,Homeowner,2 Adults Kids,5+,3+,2097,,True
668,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2100,,True
669,55-64,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2102,,True
670,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2107,,True
671,35-44,A,100K+,Homeowner,2 Adults No Kids,2,None/Unknown,2110,,True
672,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2111,,True
673,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2112,,True
674,35-44,A,100K+,Homeowner,2 Adults Kids,5+,3+,2115,,True
675,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2116,,True
676,25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown,2119,Male,True
677,55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2121,,True
678,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2123,,True
679,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,2124,,True
680,25-34,U,35-49K,Unknown,1 Adult Kids,2,1,2129,,True
681,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,2130,Female,True
682,55-64,A,100K+,Unknown,2 Adults No Kids,2,None/Unknown,2133,,True
683,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,2134,Female,True
684,65+,A,Under 35K,Homeowner,2 Adults No Kids,2,None/Unknown,2140,,True
685,25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,2147,,True
686,55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,2148,,True
687,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2154,,True
