,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT
20808,950161,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,.97 OZ
20857,950575,3663,MEAT,National,BEEF,PRIMAL,1 LB
20863,950638,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1 LB
20868,950673,3066,MEAT,National,PORK,VARIETY MEAT - EXTERNAL, 
20876,950713,5599,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),3.25 OZ
20890,950894,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB
20892,950898,2277,MEAT,National,BEEF,EXTERNAL,16 OZ
20916,951098,4542,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), 
20933,951194,1858,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,5.6 OZ
20944,951246,4860,MEAT-PCKGD,National,DINNER SAUSAGE,GROUND PORK, 
20964,951483,4835,MEAT,National,PORK,SAUSAGE, 
20971,951561,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,OTHER,20 OZ
21000,951821,2186,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,8 OZ
21017,951973,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ
21040,952206,4584,MEAT,National,TURKEY,WHOLE - TOM (16 LBS & OVER FRZ, 
21058,952408,3723,DELI,National,DELI MEATS,MEAT:HAM BULK, 
21068,952532,4080,DELI,National,DELI MEATS,MEAT:HAM BULK, 
21071,952556,1441,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),2 OZ
21086,952695,2924,MEAT,National,BEEF,CHOICE BEEF, 
21097,952806,1089,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,16 OZ
21098,952826,4807,MEAT,National,SMOKED MEATS,MISCELLANEOUS, 
21119,952993,2889,MEAT,National,BEEF,CHOICE BEEF, 
21168,953454,2847,MEAT,National,BEEF,GRND/PATTY - BEEF, 
21180,953561,4223,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
21187,953609,781,MEAT-PCKGD,National,BACON,PRE-COOKED,2.1 OZ
21246,954110,69,SEAFOOD-PCKGD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ
21265,954284,748,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,10 OZ
21300,954545,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,24.24 OZ
21310,954662,1138,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,3 OZ
21334,954889,2998,MEAT,National,LAMB,ROUND/LEG, 
21344,955012,2186,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,2.5 OZ
21360,955123,2906,MEAT,National,BEEF,LOIN - STK/CHP/SLC, 
21361,955148,3016,MEAT,National,PORK,RIBS - COUNTRY/WESTERN STYLE, 
21370,955259,397,GROCERY,National,FROZEN CHICKEN,FRZN BREADED PREPARED CHICK,4 LB
21373,955275,2082,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,16 OZ
21410,955619,2888,MEAT,National,BEEF,CHOICE BEEF, 
21436,955823,4865,MEAT,National,PORK,RIBS - SPARE RIB/BACK RIB, 
21451,955914,1425,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,10 LB
21453,955920,3038,MEAT,National,PORK,LOIN - CHOPS BONE-IN, 
21458,955960,4293,MEAT,National,TURKEY,GROUND TURKEY, 
21467,956100,4311,MEAT,National,CHICKEN,CHICKEN WINGS, 
21487,956274,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,12 OZ
21497,956338,4292,MEAT,National,TURKEY,GROUND TURKEY, 
21512,956446,2819,MEAT,National,BEEF,LOIN - STK/CHP/SLC, 
21515,956486,4311,MEAT,National,CHICKEN,CHICKEN WINGS, 
21521,956533,4473,DELI,National,DELI MEATS,MEAT:HAM BULK, 
21528,956599,2937,MEAT,National,BEEF,CHOICE BEEF, 
21594,957317,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.8 OZ
21600,957345,1230,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ
21632,957695,3018,MEAT,National,PORK,RIBS - COUNTRY/WESTERN STYLE, 
21637,957741,1138,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ
21639,957763,3026,MEAT,National,PORK,LOIN - ROAST, 
21646,957828,4728,MEAT,National,BEEF,GRND/PATTY - BEEF, 
21657,957949,93,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,12 OZ
21673,958102,3700,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
21676,958114,2982,MEAT,National,BEEF,VARIETY MEAT - INTERNAL, 
21682,958154,4274,MEAT,National,TURKEY,WHOLE HEN (UNDER 15LBS), 
21715,958482,3018,MEAT,National,PORK,RIBS - COUNTRY/WESTERN STYLE, 
21726,958594,2899,MEAT,National,BEEF,CHOICE BEEF, 
21754,958839,3342,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, 
21813,959398,4323,MEAT,National,RW FRESH PROCESSED MEAT,SEASONED POULTRY, 
21815,959409,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ
21817,959430,3984,MEAT,National,CHICKEN,WHOLE/CUTUP, 
21819,959447,3007,MEAT,National,LAMB,THIN MEATS, 
21851,959830,69,MEAT-PCKGD,Private,MEAT - MISC,THIGHS (IQF),3 LB
21875,960041,69,DELI,Private,CHICKEN/POULTRY,CHIX: CHICKEN DINNERS/SNACKS C, 
21879,960075,1719,MEAT-PCKGD,National,LUNCHMEAT,CHICKEN-FULLY COOKED,6 OZ
21890,960143,2924,MEAT,National,BEEF,CHOICE BEEF, 
21921,960421,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BREADED PREPARED CHICK,12 OZ
21949,960613,1089,MEAT-PCKGD,National,DINNER SAUSAGE,COCKTAILS,1 LB
21972,960782,4784,MEAT,National,PORK,INTERNAL FRESH, 
22012,961117,3059,MEAT,National,PORK,RIBS, 
22026,961270,1178,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,3 OZ
22035,961350,4321,MEAT,National,CHICKEN,CHICKEN WINGS, 
22076,961704,4864,MEAT,National,PORK,OFFALS, 
22091,961783,4674,MEAT,National,CHICKEN,SEASONED POULTRY, 
22114,961927,4724,MEAT,National,BEEF,GRND/PATTY - CHUCK, 
22122,961979,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), 
22130,962012,4494,DELI,National,DELI MEATS,MEAT:HAM BULK, 
22144,962185,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ
22213,962777,2065,MEAT,National,CHICKEN,GROUND CHICKEN,16 OZ
22306,963581,3432,MEAT,National,BEEF,GRND/PATTY - CHUCK, 
22310,963625,2889,MEAT,National,BEEF,CHOICE BEEF, 
22328,963756,1923,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1 LB
22342,963875,4579,MEAT,National,TURKEY,WHOLE - HENS (15 LBS & UNDER F, 
22345,963880,204,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,8 OZ
22365,964092,4808,MEAT,National,SMOKED MEATS,BACON - BELLY/JOWL, 
22382,964244,935,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),3.75 OZ
22418,964573,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVE,10 OZ
22425,964652,3052,MEAT,National,PORK,LOIN - CHOPS BONELESS, 
22445,964853,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,2.6 OZ
22455,964968,69,MEAT-PCKGD,Private,FROZEN MEAT,CORN DOGS,1 LB
22466,965029,3835,MEAT,National,BEEF,NATURAL BEEF, 
22469,965050,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ
22473,965091,2065,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,6.05 OZ
22487,965210,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,3.5 OZ
22491,965228,544,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,.8 OZ
22512,965422,4681,MEAT,National,CHICKEN,SEASONED POULTRY, 
22528,965562,286,GROCERY,National,SEAFOOD - SHELF STABLE,SARDINES,3.75 OZ
22530,965570,3992,MEAT,National,CHICKEN,CHICKEN DRUMS, 
22546,965693,4089,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
22555,965729,2291,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,8 OZ
22560,965788,2918,MEAT,National,BEEF,CHOICE BEEF, 
22562,965803,1138,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ
22567,965848,1719,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
22598,966077,3312,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, 
22607,966123,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,11.6 OZ
22623,966348,1238,MEAT,National,SMOKED MEATS,HAM- NET WEIGHT,1 LB
22626,966365,4297,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
22642,966524,3454,MEAT,National,PORK,ENHANCED, 
22682,966866,2082,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19 OZ
22704,967091,2892,MEAT,National,BEEF,RIB - STK/CHP/SLC, 
22737,967454,4637,MEAT,National,TURKEY,MARINATED, 
22754,967611,472,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,4.5 OZ
22789,967948,2920,MEAT,National,BEEF,CHOICE BEEF, 
22793,968003,2920,MEAT,National,BEEF,CHOICE BEEF, 
22794,968004,4829,MEAT,National,SMOKED MEATS,HAM - BONE-IN WHOLE, 
22803,968048,3312,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, 
22806,968072,2832,MEAT,National,BEEF,NATURAL BEEF, 
22834,968359,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,1 LB
22839,968381,2946,MEAT,National,BEEF,CHOICE BEEF, 
22861,968595,4661,MEAT,National,TURKEY,MARINATED, 
22862,968599,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-MISC,4 OZ
22873,968687,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.55OZ
22888,968790,3390,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, 
22919,969138,2889,MEAT,National,BEEF,CHOICE BEEF, 
22947,969419,69,MEAT-PCKGD,Private,LUNCHMEAT,LOAVE,16 OZ
22983,969725,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,17 OZ
23002,969836,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.5OZ
23006,969866,4180,MEAT,National,CHICKEN,CHICKEN WINGS, 
23015,969941,1089,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,1 LB
23017,969945,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,16 OZ
23043,970152,69,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), 
23044,970154,2782,MEAT,National,TURKEY,TURKEY DRUMS, 
23060,970342,3046,MEAT,National,PORK,LOIN - WH/HALF BONELESS, 
23063,970369,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
23070,970455,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB
23071,970461,3466,MEAT,National,PORK,RIBS, 
23085,970605,69,MEAT-PCKGD,Private,FROZEN MEAT,CORN DOGS,20OZ
23096,970691,1524,MEAT-PCKGD,National,BACON,ECONOMY,1 LB
23105,970736,2896,MEAT,National,VEAL,RIBS, 
23107,970747,4298,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
23157,971152,3050,MEAT,National,PORK,LOIN - CHOPS BONELESS, 
23169,971270,1858,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,8 OZ
23172,971285,665,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT, 
23182,971380,2950,MEAT,National,BEEF,CHOICE BEEF, 
23192,971486,274,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,12.25 OZ
23204,971599,2266,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ
23237,971843,2933,MEAT,National,BEEF,CHOICE BEEF, 
23240,971887,3278,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-CATFISH, 
23247,971962,5252,MEAT-PCKGD,National,MISCELLANEOUS,FROZEN PACKAGE MEAT,80 OZ
23256,972041,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,6 OZ
23265,972143,4312,MEAT,National,CHICKEN,CHICKEN WINGS, 
23286,972311,2853,MEAT,National,BEEF,LEAN,80 LB
23312,972511,3413,MEAT,National,BEEF,RIB - STK/CHP/SLC, 
23317,972558,4506,DELI,National,DELI MEATS,MEAT:HAM BULK, 
23328,972665,1923,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1 LB
23343,972848,69,SEAFOOD-PCKGD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ
23348,972892,2906,MEAT,National,BEEF,LOIN - STK/CHP/SLC, 
23358,973005,2780,MEAT,National,TURKEY,TURKEY WINGS, 
23381,973238,2982,MEAT,National,BEEF,VARIETY MEAT - INTERNAL, 
23384,973283,2876,MEAT,National,BEEF,CHOICE BEEF, 
23415,973613,4370,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
23451,973916,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1 LB
23456,973982,3835,MEAT,National,BEEF,NATURAL BEEF, 
23474,974156,69,DELI,Private,CHICKEN/POULTRY,CHIX: CHICKEN DINNERS/SNACKS H, 
23507,974500,1683,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,12 OZ
23512,974548,2792,MEAT,National,TURKEY,TURKEY BREAST BONELESS, 
23540,974785,93,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ
23551,974960,2326,NUTRITION,National,PREPARED/PKGD FOODS,MEAT - CAN/POUCH,5OZ
23557,975016,4446,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), 
23564,975134,4466,DELI,National,DELI MEATS,MEAT: BEEF BULK, 
23567,975155,1178,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,6 OZ
23571,975180,1089,MEAT-PCKGD,National,DINNER SAUSAGE,COCKTAILS,14 OZ
23574,975217,4485,DELI,National,DELI MEATS,MEAT: BEEF BULK, 
23631,975725,2836,MEAT,National,BEEF,SELECT BEEF, 
23648,975904,2916,MEAT,National,BEEF,CHOICE BEEF, 
23679,976200,4661,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,SAUSAGE, 
23693,976315,2930,MEAT,National,BEEF,CHOICE BEEF, 
23709,976484,4304,MEAT,National,CHICKEN,MIXED PACKS, 
23714,976526,4309,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
23729,976652,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,12 OZ
23753,976841,2852,MEAT,National,BEEF,PRIMAL, 
23770,977014,5,SEAFOOD,Private,MEAT SUPPLIES,SEAFOOD-FRE-MISC, 
23838,977613,4757,MEAT,National,PORK,MARINATED PORK, 
23844,977658,1089,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,1LB
23845,977660,3417,MEAT,National,BEEF,NATURAL BEEF, 
23848,977677,4863,MEAT,National,SMOKED MEATS,MARINATED PORK, 
23858,977780,4499,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
23898,978077,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ
23901,978129,69,MEAT-PCKGD,Private,MEAT - MISC,DRUMS (IQF),64 OZ
23906,978152,397,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), 
23921,978294,3719,DELI,National,DELI MEATS,MEAT: BEEF BULK, 
23926,978330,4749,MEAT,National,EXOTIC GAME/FOWL,KABOBS, 
23932,978376,2921,MEAT,National,BEEF,CHOICE BEEF, 
23938,978451,2879,MEAT,National,BEEF,CHOICE BEEF, 
23940,978490,4653,MEAT,National,TURKEY,TURKEY DRUMS, 
23957,978751,3037,MEAT,National,PORK,LOIN - CHOPS BONE-IN, 
23981,978974,1719,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,1 LB
23985,978998,3693,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
23997,979098,2947,MEAT,National,BEEF,CHOICE BEEF, 
24005,979174,3716,DELI,National,DELI MEATS,MEAT: BEEF BULK, 
24035,979551,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,16 OZ
24063,979792,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ
24105,980353,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,16 OZ
24109,980379,69,DELI,Private,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), 
24115,980443,3664,MEAT,National,BEEF,GRND/PATTY - ROUND, 
24128,980649,2952,MEAT,National,BEEF,FLNK/PLT/SHNK - WH/HALF, 
24132,980714,274,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,10.95 OZ
24167,981061,4313,MEAT,National,CHICKEN,CHICKEN LEGS/QUARTERS, 
24171,981086,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,FRESH,16 OZ
24174,981100,3045,MEAT,National,PORK,VARIETY MEAT - CUBE/STW/STRP, 
24182,981156,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,12.1 OZ
24183,981165,914,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP EXA,12 OZ
24189,981222,1107,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,7 OZ
24213,981427,4785,MEAT,National,PORK,EXTERNAL FRESH, 
24233,981628,2779,MEAT,National,TURKEY,TURKEY WINGS, 
24245,981744,4786,MEAT,National,PORK,MARINATED, 
24247,981748,2823,MEAT,National,BEEF,SELECT BEEF, 
24248,981753,4273,MEAT,National,TURKEY,WHOLE - HENS (15 LBS & UNDER F, 
24270,981941,3638,MEAT,National,TURKEY,WHOLE - TOM (16 LBS & OVER FRZ, 
24287,982123,3416,MEAT,National,BEEF,LOIN - STK/CHP/SLC, 
24294,982175,4300,MEAT,National,CHICKEN,CHICKEN THIGHS, 
24312,982299,1666,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),10.5 OZ
24362,982790,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ
24375,982908,1018,MEAT,National,TURKEY,COOKED,2 LB
24380,982938,4854,MEAT-PCKGD,National,DINNER SAUSAGE,MARINATED, 
24384,982955,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,13.25 OZ
24396,983000,1007,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1LB
24397,983002,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN BRD OTHER,5.8 OZ
24399,983016,3065,MEAT,National,PORK,VARIETY MEAT - EXTERNAL, 
24401,983034,1107,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - COOKED,7 OZ
24408,983106,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ
24435,983341,1138,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ
24464,983579,4450,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
24503,983897,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ
24508,983959,4150,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
24518,984059,3877,DELI,National,DELI MEATS,MEAT:HAM BULK, 
24540,984250,4283,MEAT,National,TURKEY,WHOLE - HENS (15 LBS & UNDER F, 
24542,984258,4335,MEAT,National,PORK,SEASONED PORK, 
24543,984263,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS, 
24551,984351,4480,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), 
24556,984379,598,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,16 OZ
24574,984556,4479,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, 
24584,984619,3425,MEAT,National,BEEF,LOIN - STK/CHP/SLC, 
24599,984715,69,GROCERY,Private,SEAFOOD - SHELF STABLE,SALMON,14.75 OZ
24635,985034,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,8 OZ
24637,985055,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ
24643,985111,3454,MEAT,National,PORK,ENHANCED, 
24650,985178,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ
24657,985216,3555,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), 
24673,985348,4640,MEAT,National,TURKEY,TURKEY PARTS SMOKED, 
24677,985367,3696,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, 
24681,985391,1089,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,5 OZ
24705,985606,4741,MEAT,National,BEEF,VARIETY MEAT - CUBE/STW/STRP, 
24728,985758,2970,MEAT,National,BEEF,CUBED MEATS, 
24754,985967,4826,MEAT,National,SMOKED MEATS,HAMS-WHOLE BONE-IN, 
24759,985999,4182,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
24785,986244,4871,MEAT,National,BACON,PREMIUM, 
24794,986339,2787,MEAT,National,TURKEY,OTHER, 
24829,986684,4567,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), 
24895,987219,1858,MEAT-PCKGD,National,LUNCHMEAT,MEAT SNACKS,5.6 OZ
24901,987234,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,18 OZ
24907,987311,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,11.4 OZ
24923,987464,1425,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA, 
24933,987563,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.5 OZ
24959,987786,2186,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ
24967,987917,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ
24972,987979,1089,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,9 OZ
24977,988012,1418,GROCERY,National,FRZN SEAFOOD,FRZN MISC SEAFOOD,15 OZ
24992,988153,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,20 OZ
24998,988202,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ
25030,988458,1719,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ
25033,988508,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,12 OZ
25039,988572,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,16 OZ
25050,988697,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ
25056,988736,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,16 OZ
25058,988747,3039,MEAT,National,PORK,LOIN - ROAST, 
25060,988767,4346,MEAT,National,PORK,LOIN - CHOPS BONELESS, 
25087,988984,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,18.3 OZ
25094,989069,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ
25096,989097,2889,MEAT,National,BEEF,RIB - STK/CHP/SLC, 
25112,989194,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,6 OZ
25167,989705,1334,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,5 OZ
25182,989831,3027,MEAT,National,PORK,DRY, 
25194,989982,69,GROCERY,Private,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ
25237,990461,2855,MEAT,National,BEEF,GRND/PATTY - ROUND, 
25272,990809,4651,MEAT,National,TURKEY,WHOLE HENS (UNDER 15LBS), 
25297,990999,4487,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
25326,991235,4565,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), 
25327,991242,4316,MEAT,National,CHICKEN,CHICKEN DRUMS, 
25354,991511,717,GROCERY,National,SEAFOOD - SHELF STABLE,SARDINES,3.75 OZ
25355,991514,154,DELI,National,DELI MEATS,MEAT: BEEF PPK/PRESLCD,14.5 OZ
25379,991708,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ
25391,991844,213,GROCERY,National,MEAT - SHELF STABLE,POTTED MEATS AND SPREADS,3OZ
25418,992098,4734,MEAT-PCKGD,National,HEAT/SERVE,PRIME BEEF, 
25423,992150,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ
25451,992380,4346,MEAT,National,PORK,LOIN - CHOPS BONELESS, 
25458,992436,2929,MEAT,National,BEEF,CHOICE BEEF, 
25469,992529,4173,MEAT,National,CHICKEN,CHICKEN THIGHS, 
25488,992749,93,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,12 OZ
25497,992826,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,16 OZ
25502,992870,1377,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7 1/4 OZ
25519,992999,69,MEAT-PCKGD,Private,BACON,ECONOMY,24 OZ
25534,993149,3028,MEAT,National,PORK,LOIN - ROAST, 
25549,993270,4780,MEAT,National,SMOKED MEATS,HAMS-SPIRAL, 
25557,993315,3324,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, 
25591,993618,4399,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, 
25594,993638,69,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), 
25605,993703,1171,GROCERY,National,MEAT - SHELF STABLE,POTTED MEATS AND SPREADS,4.75 OZ
25615,993824,4856,MEAT-PCKGD,National,DINNER SAUSAGE,SAUSAGE, 
25631,993988,4498,DELI,National,DELI MEATS,MEAT: TURKEY BULK, 
25637,994065,3023,MEAT,National,PORK,RIBS - SPARE RIB/BACK RIB, 
25647,994163,2949,MEAT,National,BEEF,CHOICE BEEF, 
